Simulation Time,Red_delay,Pie_delay,CoDel_delay,FqCoDel_delay,Cobalt_delay,dAQM9_delay,dAQM10_delay,dAQM11_delay
24.7,3665.55,4210.58,3196.1,4268.82,2402.98,3941.52,4034.76,4438.46
24.8,3665.19,4210.99,3193.84,4267.82,2401.53,3940.75,4033.83,4442.88
24.9,3664.99,4211.92,3192.17,4290.25,2399.91,3939.04,4033.48,4447.54
25.0,3664.77,4212.69,3188.09,4293.57,2397.15,3937.63,4032.78,4447.68
25.1,3664.17,4213.48,3185.69,4292.2,2395.42,3936.64,4032.75,4449.97
25.2,3663.72,4213.71,3180.03,4291.56,2393.39,3935.54,4031.94,4450.98
25.3,3663.26,4216.11,3174.1,4280.94,2390.35,3934.82,4031.51,4453.56
25.4,3662.23,4216.97,3171.97,4278.35,2388.55,3933.26,4030.97,4456.84
25.5,3661.87,4224.2,3170.5,4285.59,2387.03,3931.81,4030.4,4457.33
25.6,3661.54,4224.19,3167.53,4289.99,2385.43,3929.1,4029.61,4457.9
25.7,3661.36,4225.25,3164.42,4298.52,2383.4,3927.91,4028.4,4459.12
25.8,3660.66,4227.43,3159.83,4295.36,2381.14,3926.2,4027.22,4460.48
25.9,3660.59,4231.05,3155.09,4302.74,2380.07,3923.39,4025.73,4461.72
26.0,3659.77,4234.24,3152.93,4327.85,2377.97,3920.3,4024.37,4463.8
26.1,3659.12,4237.58,3151.52,4328.92,2375.49,3916.8,4022.52,4466.18
26.2,3658.39,4238.99,3150.31,4336.08,2371.91,3913.99,4020.44,4467.83
26.3,3658.26,4240.04,3146.49,4345.68,2370.1,3911.83,4018.11,4469.02
26.4,3658.18,4240.27,3144.03,4343.58,2368.43,3909.44,4016.96,4471.41
26.5,3657.93,4242.72,3141.14,4343.21,2365.08,3906.31,4014.28,4472.48
26.6,3657.37,4242.17,3139.22,4349.96,2362.05,3902.08,4011.8,4473.47
26.7,3657.12,4243.9,3136.95,4351.29,2359.93,3898.83,4009.57,4475.4
26.8,3656.59,4244.15,3134.99,4350.6,2357.71,3895.61,4006.42,4477.22
26.9,3655.59,4244.07,3134.51,4349.85,2354.77,3891.96,4003.1,4478.69
27.0,3655.34,4244.36,3132.0,4348.66,2352.83,3888.95,3998.22,4483.27
27.1,3654.96,4245.48,3129.07,4349.23,2349.45,3887.72,3993.01,4486.56
27.2,3654.63,4245.04,3127.28,4344.08,2347.05,3885.32,3987.63,4488.17
27.3,3654.36,4244.07,3125.12,4340.15,2345.32,3883.73,3982.2,4489.23
27.4,3654.21,4244.0,3123.13,4337.33,2343.78,3879.4,3976.75,4490.66
27.5,3653.7,4244.39,3119.2,4338.37,2341.41,3876.4,3972.71,4491.23
27.6,3653.49,4243.77,3114.2,4341.15,2338.95,3873.36,3969.07,4492.73
27.7,3653.14,4243.36,3110.41,4335.01,2336.58,3872.41,3966.57,4494.2
27.8,3652.73,4243.32,3106.61,4334.89,2333.06,3869.97,3964.29,4495.41
27.9,3652.48,4243.66,3104.14,4326.03,2331.54,3867.41,3961.17,4498.41
28.0,3652.33,4243.75,3102.58,4316.86,2328.56,3864.66,3958.63,4500.0
28.1,3651.84,4245.17,3099.38,4308.57,2325.42,3862.11,3954.92,4500.83
28.2,3651.55,4246.32,3097.65,4297.76,2323.71,3860.11,3953.52,4501.15
28.3,3650.98,4246.73,3095.65,4289.28,2321.43,3857.69,3952.28,4505.86
28.4,3650.58,4247.22,3094.04,4282.18,2317.6,3855.75,3952.35,4506.34
28.5,3650.22,4247.68,3091.4,4271.47,2316.84,3853.41,3950.75,4506.46
28.6,3649.72,4248.9,3088.44,4262.34,2312.78,3850.81,3949.93,4507.59
28.7,3649.52,4249.53,3086.48,4254.58,2310.23,3849.61,3950.07,4509.96
28.8,3649.26,4250.03,3084.55,4242.93,2308.86,3847.99,3948.66,4509.88
28.9,3648.96,4250.15,3083.27,4229.84,2309.61,3847.15,3945.89,4510.36
29.0,3648.55,4250.28,3080.29,4220.98,2307.78,3844.69,3944.39,4511.65
29.1,3648.33,4251.15,3077.43,4214.85,2304.47,3841.97,3942.27,4511.43
29.2,3647.76,4252.77,3074.75,4205.73,2303.29,3840.39,3941.64,4512.83
29.3,3647.44,4252.93,3073.05,4195.98,2302.75,3839.49,3941.01,4513.99
29.4,3646.89,4253.64,3070.86,4185.29,2301.19,3837.85,3965.58,4515.54
29.5,3646.73,4255.6,3068.79,4174.82,2298.91,3837.23,3995.58,4519.24
29.6,3646.13,4257.92,3066.45,4174.82,2297.19,3835.88,4018.23,4520.62
29.7,3645.36,4259.49,3062.28,4173.42,2295.81,3834.07,4045.98,4521.21
29.8,3644.83,4260.47,3058.88,4174.13,2293.72,3832.71,4062.11,4523.07
29.9,3644.53,4261.79,3055.47,4160.02,2291.31,3832.49,4068.99,4526.41
30.0,3644.35,4265.28,3052.08,4151.49,2290.13,3831.87,4072.61,4528.34
30.1,3644.03,4266.11,3049.21,4145.11,2287.58,3830.79,4078.56,4528.25
30.2,3643.46,4268.79,3047.27,4134.3,2285.55,3829.14,4082.96,4528.33
30.3,3642.85,4269.16,3045.42,4122.52,2284.5,3828.37,4083.62,4529.84
30.4,3642.55,4271.18,3043.57,4107.26,2283.35,3827.71,4085.45,4529.46
30.5,3642.37,4272.56,3040.18,4101.4,2282.42,3825.59,4083.67,4530.76
30.6,3642.28,4274.55,3037.73,4094.25,2280.32,3824.76,4081.14,4531.71
30.7,3642.21,4277.95,3035.73,4087.78,2278.87,3824.21,4078.84,4533.93
30.8,3641.58,4279.35,3031.35,4088.02,2276.88,3823.11,4074.81,4534.09
30.9,3641.29,4281.85,3029.99,4076.81,2276.35,3822.13,4071.44,4533.87
31.0,3640.76,4282.0,3029.04,4065.88,2276.07,3820.84,4068.25,4529.38
31.1,3640.28,4283.11,3027.07,4056.01,2275.6,3820.59,4063.85,4522.91
31.2,3639.68,4283.49,3025.54,4047.36,2273.08,3820.88,4059.34,4515.72
31.3,3639.31,4284.91,3023.38,4035.48,2270.94,3820.58,4055.07,4504.57
31.4,3639.13,4286.98,3021.47,4018.79,2269.56,3818.95,4052.02,4493.94
31.5,3638.81,4288.7,3018.29,4012.45,2266.72,3817.99,4048.93,4479.63
31.6,3638.27,4291.57,3015.88,4002.19,2265.8,3818.25,4043.63,4471.7
