Simulation Time,Red_sj,Pie_sj,CoDel_sj,FqCoDel_sj,Cobalt_sj,dAQM9_sj,dAQM10_sj,dAQM11_sj
2.93307,0,0,0,0,0,0,0,0
2.93407,0,0,0,0,0,0,0,0
2.94053,0,0,0,0,0,0,0,0
2.94154,0,0,0,0,0,0,0,0
2.948,0,0,0,0,0,0,0,0
2.94901,0,0,0,0,0,0,0,0
2.95547,0,0,0,0,0,0,0,0
2.95647,0,0,0,0,0,0,0,0
2.96293,0,0,0,0,0,0,0,0
2.96394,0,0,0,0,0,0,0,0
2.9704,0,0,0,0,0,0,0,0
2.97141,0,0,0,0,0,0,0,0
2.97787,0,0,0,0,0,0,0,0
2.97887,0,0,0,0,0,0,0,0
2.98533,0,0,0,0,0,0,0,0
2.98634,0,0,0,0,0,0,0,0
2.9928,0,0,0,0,0,0,0,0
2.99381,0,0,0,0,0,0,0,0
3.0,0,0,0,0,0,0,0,0
3.00027,0,0,0,0,0,0,0,0
3.001,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0
3.00446,0,0,0,0,0,0,0,0
3.00655,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00755,0,0,0,0,0,0,0,0
3.00772,0,0,0,0,0,0,0,0
3.00773,0,0,0,0,0,0,0,0
3.00872,0,0,0,0,0,0,0,0
3.009,0,0,0,0,0,0,0,0
3.01079,0,0,0,0,0,0,0,0
3.01179,0,7,0,0,0,0,0,0
3.01279,0,0,0,0,0,0,0,0
3.01379,0,0,0,0,0,0,0,0
3.01479,0,0,0,0,0,0,0,0
3.0152,0,0,0,0,0,0,0,0
3.01579,0,0,9,0,0,0,0,0
3.01836,0,0,0,6,2,0,0,0
3.02058,0,0,0,0,0,0,0,0
3.02266,0,0,0,0,0,0,0,0
3.02267,0,0,0,0,0,0,0,0
3.0248,0,0,0,0,0,0,0,0
3.02704,0,0,0,0,0,0,0,0
3.02986,0,0,0,0,0,0,0,0
3.03013,0,0,0,0,0,0,0,0
3.03207,0,0,0,0,0,0,0,0
3.03489,0,0,0,0,0,0,0,0
3.03748,0,0,0,0,0,0,0,0
3.0376,0,0,0,0,0,0,0,0
3.03976,0,0,0,0,0,0,0,0
3.04204,0,0,0,0,0,0,0,0
3.04444,0,0,0,0,0,0,0,0
3.04507,0,0,0,0,0,0,0,0
3.04651,0,0,0,0,0,0,0,0
3.04865,0,0,0,0,0,0,0,0
3.05068,0,0,0,0,0,0,0,0
3.05253,0,0,0,0,0,0,0,0
3.05298,0,0,0,0,0,0,0,0
3.05507,0,0,0,0,0,0,0,0
3.0571,0,0,0,0,0,0,0,0
3.05934,0,0,0,0,0,0,0,0
3.06,0,0,0,0,0,0,0,0
3.06136,0,0,0,0,0,0,0,0
3.064,0,0,0,0,0,0,0,0
3.06642,0,0,0,0,0,0,0,0
3.06747,0,0,0,0,0,0,0,0
3.06847,0,0,0,0,0,0,0,0
3.07057,0,0,0,0,0,0,0,0
3.07328,0,0,0,0,0,0,0,0
3.07493,0,0,0,0,0,0,0,0
3.07572,0,0,0,0,0,0,0,0
3.07797,0,0,0,0,0,0,0,0
3.08021,0,0,0,0,0,0,0,0
3.0824,0,0,0,0,0,0,0,0
3.08248,0,0,0,0,0,0,0,0
3.08468,0,0,0,0,0,0,0,0
3.08671,0,0,0,0,0,0,0,0
3.08884,0,0,0,0,0,0,0,0
3.08987,0,0,0,0,0,0,0,0
3.09087,0,0,0,0,0,0,0,0
3.09335,0,0,0,0,0,0,0,0
3.09539,0,0,0,0,0,0,0,0
3.09733,0,0,0,0,0,0,0,0
3.09771,0,0,0,0,0,0,0,0
3.09976,0,0,0,0,0,0,0,0
3.10209,0,0,0,0,0,0,0,0
3.10416,0,0,0,0,0,0,0,0
3.1048,0,0,0,0,0,0,0,0
3.10621,0,0,0,0,0,0,0,0
3.10837,0,0,0,0,0,0,0,0
3.11042,0,0,0,0,0,0,0,0
3.11227,0,0,0,0,0,0,0,0
3.11244,0,0,0,0,0,0,0,0
3.11451,0,0,0,0,0,0,0,0
3.11688,0,0,0,0,0,0,0,0
3.11891,0,0,0,0,0,0,0,0
3.11973,0,0,0,0,0,0,0,0
3.12117,0,0,0,0,0,0,0,0
3.12322,0,0,0,0,0,0,0,0
3.12523,0,0,0,0,0,0,0,0
3.1272,0,0,0,0,0,0,0,0
3.12744,0,0,0,0,0,0,0,0
3.12961,0,0,0,0,0,0,0,0
3.13173,0,0,0,0,0,0,0,0
3.13402,0,0,0,0,0,0,0,0
3.13467,0,0,0,0,0,0,0,0
3.13612,0,0,0,0,0,0,0,0
3.1389,0,0,0,0,0,0,0,0
3.14102,0,0,0,0,0,0,0,0
3.14213,0,0,0,0,0,0,0,0
3.14304,0,0,0,0,0,0,0,0
3.14506,0,0,0,0,0,0,0,0
3.14742,0,0,0,0,0,0,0,0
3.14944,0,0,0,0,0,0,0,0
3.1496,0,0,0,0,0,0,0,0
3.1515,0,0,0,0,0,0,0,0
3.1539,0,0,0,0,0,0,0,0
3.15636,0,0,0,0,0,0,0,0
3.15707,0,0,0,0,0,0,0,0
3.15842,0,0,0,0,0,0,0,0
3.16045,0,0,0,0,0,0,0,0
3.16256,0,0,0,0,0,0,0,0
3.16453,0,0,0,0,0,0,0,0
3.16471,0,0,0,0,0,0,0,0
3.16712,0,0,0,0,0,0,0,0
3.16938,0,0,0,0,0,0,0,0
3.17162,0,0,0,0,0,0,0,0
3.172,0,0,0,0,0,0,0,0
3.17368,0,0,0,0,0,0,0,0
3.17614,0,0,0,0,0,0,0,0
3.17827,0,0,0,0,0,0,0,0
3.17947,0,0,0,0,0,0,0,0
3.18039,0,0,0,0,0,0,0,0
3.1827,0,0,0,0,0,0,0,0
3.18486,0,0,0,0,0,0,0,0
3.18693,0,0,0,0,0,0,0,0
3.18752,0,0,0,0,0,0,0,0
3.18973,0,0,0,0,0,0,0,0
3.19214,0,0,0,0,0,0,0,0
3.1944,0,0,0,0,0,0,0,0
3.19461,0,0,0,0,0,0,0,0
3.19672,0,0,0,0,0,0,0,0
3.19881,0,0,0,0,0,0,0,0
3.2012,0,0,0,0,0,0,0,0
3.20187,0,0,0,0,0,0,0,0
3.20323,0,0,0,0,0,0,0,0
3.20549,0,0,0,0,0,0,0,0
3.20757,0,0,0,0,0,0,0,0
3.20933,0,0,0,0,0,0,0,0
3.20978,0,0,0,0,0,0,0,0
3.21188,0,0,0,0,0,0,0,0
3.21425,0,0,0,0,0,0,0,0
3.21637,0,0,0,0,0,0,0,0
3.2168,0,0,0,0,0,0,0,0
3.21852,0,0,0,0,0,0,0,0
3.22064,0,0,0,0,0,0,0,0
3.22298,0,0,0,0,0,0,0,0
3.22427,0,0,0,0,0,0,0,0
3.22505,0,0,0,0,0,0,0,0
3.2275,0,0,0,0,0,0,0,0
3.23002,0,0,0,0,0,0,0,0
3.23173,0,0,0,0,0,0,0,0
3.23267,0,0,0,0,0,0,0,0
3.23481,0,0,0,0,0,0,0,0
3.23684,0,0,0,0,0,0,0,0
3.23909,0,0,0,0,0,0,0,0
3.2392,0,0,0,0,0,0,0,0
3.24119,0,0,0,0,0,0,0,0
3.24323,0,0,0,0,0,0,0,0
3.24539,0,0,0,0,0,0,0,0
3.24667,0,0,0,0,0,0,0,0
3.24749,0,0,0,0,0,0,0,0
3.2502,0,0,0,0,0,0,0,0
3.25246,0,0,0,0,0,0,0,0
3.25413,0,0,0,0,0,0,0,0
3.25451,0,0,0,0,0,0,0,0
3.2566,0,0,0,0,0,0,0,0
3.25888,0,0,0,0,0,0,0,0
3.26092,0,0,0,0,0,0,0,0
3.2616,0,0,0,0,0,0,0,0
3.26299,0,0,0,0,0,0,0,0
3.26509,0,0,0,0,0,0,0,0
3.26734,0,0,0,0,0,0,0,0
3.26907,0,0,0,0,0,0,0,0
3.26961,0,0,0,0,0,0,0,0
3.27182,0,0,0,0,0,0,0,0
3.27394,0,0,0,0,0,0,0,0
